ModelName,ModelNumber,Batch,MaxRank,Reaction,Normal_React,Species,Normal_Species,Countback,Normal_Countback
Max,7,L2,4,4,1,4,1,1,0
Max,8,L2,4,4,1,4,1,1,0
Max,10,L3-F,3,3,1,3,1,2,0.5
Max,11,L3-F,4,4,1,4,1,1,0
Max,14,L3-F,4,4,1,4,1,2,0.333333333
Max,15,L3-F,3,3,1,3,1,1,0
Max,16,L3-F,4,1,0,4,1,3,0.666666667
Max,19,L3-F,3,3,1,3,1,1,0
Max,21,L3-F,4,4,1,4,1,4,1
Max,22,L3-F,3,3,1,3,1,1,0
Max,23,L3-F,4,1,0,4,1,3,0.666666667
Max,24,L3-F,3,3,1,3,1,2,0.5
Max,25,L3-F,3,3,1,3,1,3,1
Max,3,L3-F,4,1,0,4,1,4,1
Max,4,L3-F,3,3,1,3,1,3,1
Max,5,L3-F,3,3,1,3,1,1,0
Max,6,L3-F,3,3,1,3,1,3,1
Max,7,L3-F,4,4,1,4,1,1,0
Max,8,L3-F,4,4,1,4,1,3,0.666666667
Max,10,L3-ICSE,3,3,1,3,1,2,0.5
Max,11,L3-ICSE,4,4,1,4,1,4,1
Max,14,L3-ICSE,4,4,1,4,1,2,0.333333333
Max,15,L3-ICSE,3,3,1,3,1,2,0.5
Max,16,L3-ICSE,4,1,0,4,1,3,0.666666667
Max,19,L3-ICSE,3,3,1,3,1,1,0
Max,21,L3-ICSE,4,4,1,4,1,1,0
Max,22,L3-ICSE,3,3,1,3,1,1,0
Max,23,L3-ICSE,4,1,0,4,1,3,0.666666667
Max,24,L3-ICSE,3,3,1,3,1,2,0.5
Max,25,L3-ICSE,3,3,1,3,1,3,1
Max,3,L3-ICSE,4,1,0,4,1,4,1
Max,4,L3-ICSE,3,3,1,3,1,3,1
Max,5,L3-ICSE,3,3,1,3,1,1,0
Max,6,L3-ICSE,3,3,1,3,1,3,1
Max,7,L3-ICSE,4,4,1,4,1,1,0
Max,8,L3-ICSE,4,4,1,4,1,3,0.666666667
Max,10,L3-I,3,3,1,3,1,1,0
Max,11,L3-I,4,4,1,4,1,1,0
Max,14,L3-I,4,4,1,4,1,1,0
Max,15,L3-I,3,3,1,3,1,1,0
Max,16,L3-I,4,1,0,4,1,1,0
Max,19,L3-I,3,3,1,3,1,1,0
Max,21,L3-I,4,4,1,4,1,1,0
Max,22,L3-I,3,3,1,3,1,1,0
Max,23,L3-I,4,1,0,4,1,1,0
Max,24,L3-I,3,3,1,3,1,1,0
Max,25,L3-I,3,3,1,3,1,1,0
Max,3,L3-I,4,4,1,4,1,1,0
Max,4,L3-I,3,3,1,3,1,3,1
Max,5,L3-I,3,3,1,3,1,1,0
Max,6,L3-I,3,3,1,3,1,3,1
Max,7,L3-I,4,4,1,4,1,1,0
Max,8,L3-I,4,4,1,4,1,1,0
Max,10,L3-M,3,3,1,3,1,1,0
Max,11,L3-M,4,4,1,4,1,4,1
Max,14,L3-M,4,4,1,4,1,4,1
Max,15,L3-M,3,3,1,3,1,2,0.5
Max,16,L3-M,4,1,0,4,1,2,0.333333333
Max,19,L3-M,3,3,1,3,1,1,0
Max,21,L3-M,4,4,1,4,1,1,0
Max,22,L3-M,3,3,1,3,1,1,0
Max,23,L3-M,4,4,1,4,1,4,1
Max,24,L3-M,3,3,1,3,1,1,0
Max,25,L3-M,3,3,1,3,1,3,1
Max,3,L3-M,4,4,1,4,1,4,1
Max,4,L3-M,3,3,1,3,1,3,1
Max,5,L3-M,3,3,1,3,1,1,0
Max,6,L3-M,3,3,1,3,1,3,1
Max,7,L3-M,4,4,1,4,1,1,0
Max,8,L3-M,4,4,1,4,1,4,1
Max,10,L3,3,3,1,3,1,1,0
Max,11,L3,4,4,1,4,1,1,0
Max,14,L3,4,4,1,4,1,1,0
Max,15,L3,3,3,1,3,1,1,0
Max,16,L3,4,1,0,4,1,2,0.333333333
Max,19,L3,3,3,1,3,1,1,0
Max,21,L3,4,4,1,4,1,1,0
Max,22,L3,3,3,1,3,1,1,0
Max,23,L3,4,1,0,4,1,3,0.666666667
Max,24,L3,3,3,1,3,1,1,0
Max,25,L3,3,3,1,3,1,1,0
Max,3,L3,4,1,0,4,1,1,0
Max,4,L3,3,3,1,3,1,3,1
Max,5,L3,3,3,1,3,1,1,0
Max,6,L3,3,3,1,3,1,3,1
Max,7,L3,4,4,1,4,1,1,0
Max,8,L3,4,4,1,4,1,1,0
Max,10,L4-F,3,3,1,3,1,2,0.5
Max,11,L4-F,4,4,1,4,1,1,0
Max,14,L4-F,4,4,1,4,1,2,0.333333333
Max,15,L4-F,3,3,1,3,1,1,0
Max,16,L4-F,4,1,0,4,1,3,0.666666667
Max,19,L4-F,3,3,1,3,1,1,0
Max,21,L4-F,4,4,1,4,1,4,1
Max,22,L4-F,3,3,1,3,1,1,0
Max,23,L4-F,4,1,0,4,1,3,0.666666667
Max,24,L4-F,3,3,1,3,1,2,0.5
Max,25,L4-F,3,3,1,3,1,3,1
Max,3,L4-F,4,1,0,4,1,4,1
Max,4,L4-F,3,3,1,3,1,3,1
Max,5,L4-F,3,3,1,3,1,1,0
Max,6,L4-F,3,3,1,3,1,3,1
Max,7,L4-F,4,4,1,4,1,1,0
Max,8,L4-F,4,4,1,4,1,3,0.666666667
Max,10,L4-ICSE,3,3,1,3,1,2,0.5
Max,11,L4-ICSE,4,4,1,4,1,4,1
Max,14,L4-ICSE,4,4,1,4,1,2,0.333333333
Max,15,L4-ICSE,3,3,1,3,1,2,0.5
Max,16,L4-ICSE,4,1,0,4,1,3,0.666666667
Max,19,L4-ICSE,3,3,1,3,1,1,0
Max,21,L4-ICSE,4,4,1,4,1,1,0
Max,22,L4-ICSE,3,3,1,3,1,1,0
Max,23,L4-ICSE,4,1,0,4,1,3,0.666666667
Max,24,L4-ICSE,3,3,1,3,1,2,0.5
Max,25,L4-ICSE,3,3,1,3,1,3,1
Max,3,L4-ICSE,4,1,0,4,1,4,1
Max,4,L4-ICSE,3,3,1,3,1,3,1
Max,5,L4-ICSE,3,3,1,3,1,1,0
Max,6,L4-ICSE,3,3,1,3,1,3,1
Max,7,L4-ICSE,4,4,1,4,1,1,0
Max,8,L4-ICSE,4,4,1,4,1,3,0.666666667
Max,10,L4-I,3,3,1,3,1,1,0
Max,11,L4-I,4,4,1,4,1,1,0
Max,14,L4-I,4,4,1,4,1,1,0
Max,15,L4-I,3,3,1,3,1,1,0
Max,16,L4-I,4,1,0,4,1,1,0
Max,19,L4-I,3,3,1,3,1,1,0
Max,21,L4-I,4,4,1,4,1,1,0
Max,22,L4-I,3,3,1,3,1,1,0
Max,23,L4-I,4,1,0,4,1,1,0
Max,24,L4-I,3,3,1,3,1,1,0
Max,25,L4-I,3,3,1,3,1,1,0
Max,3,L4-I,4,4,1,4,1,1,0
Max,4,L4-I,3,3,1,3,1,3,1
Max,5,L4-I,3,3,1,3,1,1,0
Max,6,L4-I,3,3,1,3,1,3,1
Max,7,L4-I,4,4,1,4,1,1,0
Max,8,L4-I,4,4,1,4,1,1,0
Max,10,L4-M,3,3,1,3,1,1,0
Max,11,L4-M,4,4,1,4,1,4,1
Max,14,L4-M,4,4,1,4,1,4,1
Max,15,L4-M,3,3,1,3,1,2,0.5
Max,16,L4-M,4,1,0,4,1,2,0.333333333
Max,19,L4-M,3,3,1,3,1,1,0
Max,21,L4-M,4,4,1,4,1,1,0
Max,22,L4-M,3,3,1,3,1,1,0
Max,23,L4-M,4,4,1,4,1,4,1
Max,24,L4-M,3,3,1,3,1,1,0
Max,25,L4-M,3,3,1,3,1,3,1
Max,3,L4-M,4,4,1,4,1,4,1
Max,4,L4-M,3,3,1,3,1,3,1
Max,5,L4-M,3,3,1,3,1,1,0
Max,6,L4-M,3,3,1,3,1,3,1
Max,7,L4-M,4,4,1,4,1,1,0
Max,8,L4-M,4,4,1,4,1,4,1
Max,10,L4,3,3,1,3,1,1,0
Max,11,L4,4,4,1,4,1,1,0
Max,14,L4,4,4,1,4,1,1,0
Max,15,L4,3,3,1,3,1,1,0
Max,16,L4,4,1,0,4,1,2,0.333333333
Max,19,L4,3,3,1,3,1,1,0
Max,21,L4,4,4,1,4,1,1,0
Max,22,L4,3,3,1,3,1,1,0
Max,23,L4,4,1,0,4,1,3,0.666666667
Max,24,L4,3,3,1,3,1,1,0
Max,25,L4,3,3,1,3,1,1,0
Max,3,L4,4,1,0,4,1,1,0
Max,4,L4,3,3,1,3,1,3,1
Max,5,L4,3,3,1,3,1,1,0
Max,6,L4,3,3,1,3,1,3,1
Max,7,L4,4,4,1,4,1,1,0
Max,8,L4,4,4,1,4,1,1,0
Max,10,L5-F,3,3,1,3,1,2,0.5
Max,11,L5-F,4,4,1,4,1,1,0
Max,14,L5-F,4,4,1,4,1,2,0.333333333
Max,15,L5-F,3,3,1,3,1,1,0
Max,16,L5-F,4,1,0,4,1,3,0.666666667
Max,19,L5-F,3,3,1,3,1,1,0
Max,21,L5-F,4,4,1,4,1,4,1
Max,22,L5-F,3,3,1,3,1,1,0
Max,23,L5-F,4,1,0,4,1,3,0.666666667
Max,24,L5-F,3,3,1,3,1,2,0.5
Max,25,L5-F,3,3,1,3,1,3,1
Max,3,L5-F,4,1,0,4,1,4,1
Max,4,L5-F,3,3,1,3,1,3,1
Max,5,L5-F,3,3,1,3,1,1,0
Max,6,L5-F,3,3,1,3,1,3,1
Max,7,L5-F,4,4,1,4,1,1,0
Max,8,L5-F,4,4,1,4,1,3,0.666666667
Max,10,L5-ICSE,3,3,1,3,1,2,0.5
Max,11,L5-ICSE,4,4,1,4,1,4,1
Max,14,L5-ICSE,4,4,1,4,1,2,0.333333333
Max,15,L5-ICSE,3,3,1,3,1,2,0.5
Max,16,L5-ICSE,4,1,0,4,1,3,0.666666667
Max,19,L5-ICSE,3,3,1,3,1,1,0
Max,21,L5-ICSE,4,4,1,4,1,1,0
Max,22,L5-ICSE,3,3,1,3,1,1,0
Max,23,L5-ICSE,4,1,0,4,1,3,0.666666667
Max,24,L5-ICSE,3,3,1,3,1,2,0.5
Max,25,L5-ICSE,3,3,1,3,1,3,1
Max,3,L5-ICSE,4,1,0,4,1,4,1
Max,4,L5-ICSE,3,3,1,3,1,3,1
Max,5,L5-ICSE,3,3,1,3,1,1,0
Max,6,L5-ICSE,3,3,1,3,1,3,1
Max,7,L5-ICSE,4,4,1,4,1,1,0
Max,8,L5-ICSE,4,4,1,4,1,3,0.666666667
Max,10,L5-I,3,3,1,3,1,1,0
Max,11,L5-I,4,4,1,4,1,1,0
Max,14,L5-I,4,4,1,4,1,1,0
Max,15,L5-I,3,3,1,3,1,1,0
Max,16,L5-I,4,1,0,4,1,1,0
Max,19,L5-I,3,3,1,3,1,1,0
Max,21,L5-I,4,4,1,4,1,1,0
Max,22,L5-I,3,3,1,3,1,1,0
Max,23,L5-I,4,1,0,4,1,1,0
Max,24,L5-I,3,3,1,3,1,1,0
Max,25,L5-I,3,3,1,3,1,1,0
Max,3,L5-I,4,4,1,4,1,1,0
Max,4,L5-I,3,3,1,3,1,3,1
Max,5,L5-I,3,3,1,3,1,1,0
Max,6,L5-I,3,3,1,3,1,3,1
Max,7,L5-I,4,4,1,4,1,1,0
Max,8,L5-I,4,4,1,4,1,1,0
Max,10,L5-M,3,3,1,3,1,1,0
Max,11,L5-M,4,4,1,4,1,4,1
Max,14,L5-M,4,4,1,4,1,4,1
Max,15,L5-M,3,3,1,3,1,2,0.5
Max,16,L5-M,4,1,0,4,1,2,0.333333333
Max,19,L5-M,3,3,1,3,1,1,0
Max,21,L5-M,4,4,1,4,1,1,0
Max,22,L5-M,3,3,1,3,1,1,0
Max,23,L5-M,4,4,1,4,1,4,1
Max,24,L5-M,3,3,1,3,1,1,0
Max,25,L5-M,3,3,1,3,1,3,1
Max,3,L5-M,4,4,1,4,1,4,1
Max,4,L5-M,3,3,1,3,1,3,1
Max,5,L5-M,3,3,1,3,1,1,0
Max,6,L5-M,3,3,1,3,1,3,1
Max,7,L5-M,4,4,1,4,1,1,0
Max,8,L5-M,4,4,1,4,1,4,1
Max,10,L5,3,3,1,3,1,1,0
Max,11,L5,4,4,1,4,1,1,0
Max,14,L5,4,4,1,4,1,1,0
Max,15,L5,3,3,1,3,1,1,0
Max,16,L5,4,1,0,4,1,2,0.333333333
Max,19,L5,3,3,1,3,1,1,0
Max,21,L5,4,4,1,4,1,1,0
Max,22,L5,3,3,1,3,1,1,0
Max,23,L5,4,1,0,4,1,3,0.666666667
Max,24,L5,3,3,1,3,1,1,0
Max,25,L5,3,3,1,3,1,1,0
Max,3,L5,4,1,0,4,1,1,0
Max,4,L5,3,3,1,3,1,3,1
Max,5,L5,3,3,1,3,1,1,0
Max,6,L5,3,3,1,3,1,3,1
Max,7,L5,4,4,1,4,1,1,0
Max,8,L5,4,4,1,4,1,1,0
AM1,10,L1-F,5,1,0,5,1,5,1
AM1,11,L1-F,5,1,0,5,1,5,1
AM1,13,L1-F,4,4,1,4,1,4,1
AM1,16,L1-F,5,1,0,5,1,5,1
AM1,17,L1-F,4,4,1,4,1,4,1
AM1,18,L1-F,4,4,1,4,1,4,1
AM1,20,L1-F,5,4,0.75,5,1,5,1
AM1,22,L1-F,5,4,0.75,5,1,5,1
AM1,23,L1-F,5,4,0.75,5,1,5,1
AM1,4,L1-F,4,1,0,4,1,4,1
AM1,7,L1-F,4,4,1,4,1,4,1
AM1,8,L1-F,5,4,0.75,5,1,5,1
AM1,10,L1-I,5,5,1,5,1,1,0
AM1,11,L1-I,5,5,1,5,1,1,0
AM1,13,L1-I,4,4,1,4,1,1,0
AM1,16,L1-I,5,1,0,5,1,1,0
AM1,17,L1-I,4,4,1,4,1,1,0
AM1,18,L1-I,4,4,1,4,1,1,0
AM1,20,L1-I,5,5,1,5,1,1,0
AM1,22,L1-I,5,5,1,5,1,1,0
AM1,23,L1-I,5,5,1,5,1,1,0
AM1,4,L1-I,4,1,0,4,1,1,0
AM1,7,L1-I,4,4,1,4,1,1,0
AM1,8,L1-I,5,5,1,5,1,1,0
AM1,10,L1,5,1,0,5,1,1,0
AM1,11,L1,5,1,0,5,1,1,0
AM1,13,L1,4,4,1,4,1,1,0
AM1,16,L1,5,1,0,5,1,1,0
AM1,17,L1,4,4,1,4,1,1,0
AM1,18,L1,4,4,1,4,1,1,0
AM1,20,L1,5,4,0.75,5,1,1,0
AM1,22,L1,5,4,0.75,5,1,1,0
AM1,23,L1,5,4,0.75,5,1,1,0
AM1,4,L1,4,1,0,4,1,1,0
AM1,7,L1,4,4,1,4,1,1,0
AM1,8,L1,5,4,0.75,5,1,1,0
AM1,10,L2-F,5,1,0,5,1,5,1
AM1,11,L2-F,5,1,0,5,1,5,1
AM1,13,L2-F,4,4,1,4,1,4,1
AM1,16,L2-F,5,1,0,5,1,5,1
AM1,17,L2-F,4,4,1,4,1,4,1
AM1,18,L2-F,4,4,1,4,1,4,1
AM1,20,L2-F,5,4,0.75,5,1,5,1
AM1,22,L2-F,5,4,0.75,5,1,5,1
AM1,23,L2-F,5,4,0.75,5,1,5,1
AM1,4,L2-F,4,1,0,4,1,4,1
AM1,7,L2-F,4,4,1,4,1,4,1
AM1,8,L2-F,5,4,0.75,5,1,5,1
AM1,10,L2-I,5,5,1,5,1,1,0
AM1,11,L2-I,5,5,1,5,1,1,0
AM1,13,L2-I,4,4,1,4,1,1,0
AM1,16,L2-I,5,1,0,5,1,1,0
AM1,17,L2-I,4,4,1,4,1,1,0
AM1,18,L2-I,4,4,1,4,1,1,0
AM1,20,L2-I,5,5,1,5,1,1,0
AM1,22,L2-I,5,5,1,5,1,1,0
AM1,23,L2-I,5,5,1,5,1,1,0
AM1,4,L2-I,4,1,0,4,1,1,0
AM1,7,L2-I,4,4,1,4,1,1,0
AM1,8,L2-I,5,5,1,5,1,1,0
AM1,10,L2,5,1,0,5,1,1,0
AM1,11,L2,5,1,0,5,1,1,0
AM1,13,L2,4,4,1,4,1,1,0
AM1,16,L2,5,1,0,5,1,1,0
AM1,17,L2,4,4,1,4,1,1,0
AM1,18,L2,4,4,1,4,1,1,0
AM1,20,L2,5,4,0.75,5,1,1,0
AM1,22,L2,5,4,0.75,5,1,1,0
AM1,23,L2,5,4,0.75,5,1,1,0
AM1,4,L2,4,1,0,4,1,1,0
AM1,7,L2,4,4,1,4,1,1,0
AM1,8,L2,5,4,0.75,5,1,1,0
AM1,10,L3-F,5,1,0,5,1,5,1
AM1,11,L3-F,5,1,0,5,1,5,1
AM1,13,L3-F,4,4,1,4,1,4,1
AM1,16,L3-F,5,1,0,5,1,5,1
AM1,17,L3-F,4,4,1,4,1,4,1
AM1,18,L3-F,4,4,1,4,1,4,1
AM1,20,L3-F,5,4,0.75,5,1,5,1
AM1,22,L3-F,5,4,0.75,5,1,5,1
AM1,23,L3-F,5,4,0.75,5,1,5,1
AM1,4,L3-F,4,1,0,4,1,4,1
AM1,7,L3-F,4,4,1,4,1,4,1
AM1,8,L3-F,5,4,0.75,5,1,5,1
AM1,10,L3-I,5,5,1,5,1,1,0
AM1,11,L3-I,5,5,1,5,1,1,0
AM1,13,L3-I,4,4,1,4,1,1,0
AM1,16,L3-I,5,1,0,5,1,1,0
AM1,17,L3-I,4,4,1,4,1,1,0
AM1,18,L3-I,4,4,1,4,1,1,0
AM1,20,L3-I,5,5,1,5,1,1,0
AM1,22,L3-I,5,5,1,5,1,1,0
AM1,23,L3-I,5,5,1,5,1,1,0
AM1,4,L3-I,4,1,0,4,1,1,0
AM1,7,L3-I,4,4,1,4,1,1,0
AM1,8,L3-I,5,5,1,5,1,1,0
AM1,10,L3,5,1,0,5,1,1,0
AM1,11,L3,5,1,0,5,1,1,0
AM1,13,L3,4,4,1,4,1,1,0
AM1,16,L3,5,1,0,5,1,1,0
AM1,17,L3,4,4,1,4,1,1,0
AM1,18,L3,4,4,1,4,1,1,0
AM1,20,L3,5,4,0.75,5,1,1,0
AM1,22,L3,5,4,0.75,5,1,1,0
AM1,23,L3,5,4,0.75,5,1,1,0
AM1,4,L3,4,1,0,4,1,1,0
AM1,7,L3,4,4,1,4,1,1,0
AM1,8,L3,5,4,0.75,5,1,1,0
AM1,10,L4-F,5,1,0,5,1,5,1
AM1,11,L4-F,5,1,0,5,1,5,1
AM1,13,L4-F,4,4,1,4,1,4,1
AM1,16,L4-F,5,1,0,5,1,5,1
AM1,17,L4-F,4,4,1,4,1,4,1
AM1,18,L4-F,4,4,1,4,1,4,1
AM1,20,L4-F,5,4,0.75,5,1,5,1
AM1,22,L4-F,5,4,0.75,5,1,5,1
AM1,23,L4-F,5,4,0.75,5,1,5,1
AM1,4,L4-F,4,1,0,4,1,4,1
AM1,7,L4-F,4,4,1,4,1,4,1
AM1,8,L4-F,5,4,0.75,5,1,5,1
AM1,10,L4-I,5,5,1,5,1,1,0
AM1,11,L4-I,5,5,1,5,1,1,0
AM1,13,L4-I,4,4,1,4,1,1,0
AM1,16,L4-I,5,1,0,5,1,1,0
AM1,17,L4-I,4,4,1,4,1,1,0
AM1,18,L4-I,4,4,1,4,1,1,0
AM1,20,L4-I,5,5,1,5,1,1,0
AM1,22,L4-I,5,5,1,5,1,1,0
AM1,23,L4-I,5,5,1,5,1,1,0
AM1,4,L4-I,4,1,0,4,1,1,0
AM1,7,L4-I,4,4,1,4,1,1,0
AM1,8,L4-I,5,5,1,5,1,1,0
AM1,10,L4,5,1,0,5,1,1,0
AM1,11,L4,5,1,0,5,1,1,0
AM1,13,L4,4,4,1,4,1,1,0
AM1,16,L4,5,1,0,5,1,1,0
AM1,17,L4,4,4,1,4,1,1,0
AM1,18,L4,4,4,1,4,1,1,0
AM1,20,L4,5,4,0.75,5,1,1,0
AM1,22,L4,5,4,0.75,5,1,1,0
AM1,23,L4,5,4,0.75,5,1,1,0
AM1,4,L4,4,1,0,4,1,1,0
AM1,7,L4,4,4,1,4,1,1,0
AM1,8,L4,5,4,0.75,5,1,1,0
AM1,10,L5-F,5,1,0,5,1,5,1
AM1,11,L5-F,5,1,0,5,1,5,1
AM1,13,L5-F,4,4,1,4,1,4,1
AM1,16,L5-F,5,1,0,5,1,5,1
AM1,17,L5-F,4,4,1,4,1,4,1
AM1,18,L5-F,4,4,1,4,1,4,1
AM1,20,L5-F,5,4,0.75,5,1,5,1
AM1,22,L5-F,5,4,0.75,5,1,5,1
AM1,23,L5-F,5,4,0.75,5,1,5,1
AM1,4,L5-F,4,1,0,4,1,4,1
AM1,7,L5-F,4,4,1,4,1,4,1
AM1,8,L5-F,5,4,0.75,5,1,5,1
AM1,10,L5-I,5,5,1,5,1,1,0
AM1,11,L5-I,5,5,1,5,1,1,0
AM1,13,L5-I,4,4,1,4,1,1,0
AM1,16,L5-I,5,1,0,5,1,1,0
AM1,17,L5-I,4,4,1,4,1,1,0
AM1,18,L5-I,4,4,1,4,1,1,0
AM1,20,L5-I,5,5,1,5,1,1,0
AM1,22,L5-I,5,5,1,5,1,1,0
AM1,23,L5-I,5,5,1,5,1,1,0
AM1,4,L5-I,4,1,0,4,1,1,0
AM1,7,L5-I,4,4,1,4,1,1,0
AM1,8,L5-I,5,5,1,5,1,1,0
AM1,10,L5,5,1,0,5,1,1,0
AM1,11,L5,5,1,0,5,1,1,0
AM1,13,L5,4,4,1,4,1,1,0
AM1,16,L5,5,1,0,5,1,1,0
AM1,17,L5,4,4,1,4,1,1,0
AM1,18,L5,4,4,1,4,1,1,0
AM1,20,L5,5,4,0.75,5,1,1,0
AM1,22,L5,5,4,0.75,5,1,1,0
AM1,23,L5,5,4,0.75,5,1,1,0
AM1,4,L5,4,1,0,4,1,1,0
AM1,7,L5,4,4,1,4,1,1,0
AM1,8,L5,5,4,0.75,5,1,1,0
Mod,1,L1-F,5,4,0.75,5,1,4,0.75
Mod,10,L1-F,5,5,1,5,1,3,0.5
Mod,12,L1-F,6,4,0.6,6,1,2,0.2
Mod,13,L1-F,6,5,0.8,6,1,2,0.2
Mod,14,L1-F,5,4,0.75,5,1,5,1
Mod,16,L1-F,5,5,1,5,1,5,1
Mod,18,L1-F,5,4,0.75,5,1,5,1
Mod,19,L1-F,5,4,0.75,5,1,5,1
Mod,20,L1-F,6,2,0.2,6,1,2,0.2
Mod,22,L1-F,6,1,0,6,1,4,0.6
Mod,23,L1-F,5,4,0.75,5,1,5,1
Mod,25,L1-F,6,4,0.6,6,1,2,0.2
Mod,4,L1-F,6,6,1,6,1,5,0.8
Mod,5,L1-F,6,1,0,6,1,4,0.6
Mod,6,L1-F,6,6,1,6,1,1,0
Mod,9,L1-F,5,1,0,5,1,2,0.25
Mod,1,L1-ICSE,5,4,0.75,5,1,1,0
Mod,10,L1-ICSE,5,1,0,5,1,1,0
Mod,12,L1-ICSE,6,4,0.6,6,1,1,0
Mod,13,L1-ICSE,6,5,0.8,6,1,1,0
Mod,14,L1-ICSE,5,5,1,5,1,1,0
Mod,16,L1-ICSE,5,1,0,5,1,1,0
Mod,18,L1-ICSE,5,3,0.5,5,1,1,0
Mod,19,L1-ICSE,5,5,1,5,1,1,0
Mod,20,L1-ICSE,6,1,0,6,1,1,0
Mod,22,L1-ICSE,6,1,0,6,1,1,0
Mod,23,L1-ICSE,5,3,0.5,5,1,5,1
Mod,25,L1-ICSE,6,4,0.6,6,1,1,0
Mod,4,L1-ICSE,6,1,0,6,1,1,0
Mod,5,L1-ICSE,6,1,0,6,1,1,0
Mod,6,L1-ICSE,6,6,1,6,1,1,0
Mod,9,L1-ICSE,5,1,0,5,1,1,0
Mod,1,L1-I,5,5,1,5,1,1,0
Mod,10,L1-I,5,1,0,5,1,1,0
Mod,12,L1-I,6,6,1,6,1,1,0
Mod,13,L1-I,6,6,1,6,1,1,0
Mod,14,L1-I,5,5,1,5,1,1,0
Mod,16,L1-I,5,1,0,5,1,1,0
Mod,18,L1-I,5,5,1,5,1,1,0
Mod,19,L1-I,5,5,1,5,1,1,0
Mod,20,L1-I,6,1,0,6,1,1,0
Mod,22,L1-I,6,2,0.2,6,1,1,0
Mod,23,L1-I,5,3,0.5,5,1,5,1
Mod,25,L1-I,6,6,1,6,1,1,0
Mod,4,L1-I,6,1,0,6,1,1,0
Mod,5,L1-I,6,6,1,6,1,1,0
Mod,6,L1-I,6,6,1,6,1,1,0
Mod,9,L1-I,5,1,0,5,1,1,0
Mod,1,L1,5,4,0.75,5,1,1,0
Mod,10,L1,5,1,0,5,1,1,0
Mod,12,L1,6,4,0.6,6,1,1,0
Mod,13,L1,6,5,0.8,6,1,1,0
Mod,14,L1,5,5,1,5,1,1,0
Mod,16,L1,5,1,0,5,1,1,0
Mod,18,L1,5,3,0.5,5,1,1,0
Mod,19,L1,5,5,1,5,1,1,0
Mod,20,L1,6,1,0,6,1,1,0
Mod,22,L1,6,1,0,6,1,1,0
Mod,23,L1,5,3,0.5,5,1,5,1
Mod,25,L1,6,4,0.6,6,1,1,0
Mod,4,L1,6,1,0,6,1,1,0
Mod,5,L1,6,1,0,6,1,1,0
Mod,6,L1,6,6,1,6,1,1,0
Mod,9,L1,5,1,0,5,1,1,0
Mod,1,L2-F,5,4,0.75,5,1,4,0.75
Mod,10,L2-F,5,5,1,5,1,3,0.5
Mod,12,L2-F,6,4,0.6,6,1,2,0.2
Mod,13,L2-F,6,5,0.8,6,1,2,0.2
Mod,14,L2-F,5,4,0.75,5,1,5,1
Mod,16,L2-F,5,5,1,5,1,5,1
Mod,18,L2-F,5,4,0.75,5,1,5,1
Mod,19,L2-F,5,4,0.75,5,1,5,1
Mod,20,L2-F,6,2,0.2,6,1,2,0.2
Mod,22,L2-F,6,1,0,6,1,4,0.6
Mod,23,L2-F,5,4,0.75,5,1,5,1
Mod,25,L2-F,6,4,0.6,6,1,2,0.2
Mod,4,L2-F,6,6,1,6,1,5,0.8
Mod,5,L2-F,6,1,0,6,1,4,0.6
Mod,6,L2-F,6,6,1,6,1,1,0
Mod,9,L2-F,5,1,0,5,1,2,0.25
Mod,1,L2-ICSE,5,4,0.75,5,1,1,0
Mod,10,L2-ICSE,5,1,0,5,1,1,0
Mod,12,L2-ICSE,6,4,0.6,6,1,1,0
Mod,13,L2-ICSE,6,5,0.8,6,1,1,0
Mod,14,L2-ICSE,5,5,1,5,1,1,0
Mod,16,L2-ICSE,5,1,0,5,1,1,0
Mod,18,L2-ICSE,5,3,0.5,5,1,1,0
Mod,19,L2-ICSE,5,5,1,5,1,1,0
Mod,20,L2-ICSE,6,1,0,6,1,1,0
Mod,22,L2-ICSE,6,1,0,6,1,1,0
Mod,23,L2-ICSE,5,4,0.75,5,1,1,0
Mod,25,L2-ICSE,6,4,0.6,6,1,1,0
Mod,4,L2-ICSE,6,1,0,6,1,1,0
Mod,5,L2-ICSE,6,1,0,6,1,1,0
Mod,6,L2-ICSE,6,6,1,6,1,1,0
Mod,9,L2-ICSE,5,1,0,5,1,1,0
Mod,1,L2-I,5,5,1,5,1,1,0
Mod,10,L2-I,5,1,0,5,1,1,0
Mod,12,L2-I,6,6,1,6,1,1,0
Mod,13,L2-I,6,6,1,6,1,1,0
Mod,14,L2-I,5,5,1,5,1,1,0
Mod,16,L2-I,5,1,0,5,1,1,0
Mod,18,L2-I,5,5,1,5,1,1,0
Mod,19,L2-I,5,5,1,5,1,1,0
Mod,20,L2-I,6,1,0,6,1,1,0
Mod,22,L2-I,6,2,0.2,6,1,1,0
Mod,23,L2-I,5,5,1,5,1,1,0
Mod,25,L2-I,6,6,1,6,1,1,0
Mod,4,L2-I,6,1,0,6,1,1,0
Mod,5,L2-I,6,6,1,6,1,1,0
Mod,6,L2-I,6,6,1,6,1,1,0
Mod,9,L2-I,5,1,0,5,1,1,0
Mod,1,L2,5,4,0.75,5,1,1,0
Mod,10,L2,5,1,0,5,1,1,0
Mod,12,L2,6,4,0.6,6,1,1,0
Mod,13,L2,6,5,0.8,6,1,1,0
